Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);COD_DIS;DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
2330;;MARQUESINA MOD XXI 5-M STD;15;CIUDAD LINEAL;ALCALA;CALLE;Nº 278;ESQ C/ MATEO GARCIA 20 M.;AV. ARAGON;ALCALA, CALLE Nº278 ESQ C/ MATEO GARCIA 20 M. AV. ARAGON;444716;4476152;SI;38/N5/;444606,5562;4475944,461;-3,653076122;40,43229662
2333;;MARQUESINA MOD XXI 5-M REDUCIDA ;15;CIUDAD LINEAL;ALCALA;CALLE;Nº 339;DESP C/ VIRGEN SAGRARIO (2 MARQ);PUERTA DEL SOL;ALCALA, CALLE Nº339 DESP. C/ VIRGEN SAGRARIO (2 MARQ) PUERTA DEL SOL;445150;4476269;SI;38/113/N5/;445040,5558;4476061,455;-3,647969793;40,43337936
2335;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;ALCALA;CALLE;Nº 371;ANT C/ HERMANOS DE PABLO;SOL;ALCALA, CALLE Nº371 ANT C/ HERMANOS DE PABLO -  SOL;445504;4476479;SI;38/109/113/N5/         ;445394,5567;4476271,451;-3,64381443;40,43529444
2338;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;POBLADURA DEL VALLE;CALLE;Nº 0;FTE. Nº5;AJALVIR A VICALVARO;POBLADURA DEL VALLE, CALLE Nº0 FTE. Nº5 AJALVIR A VICALVARO;447065,559;4475060,683;SI;38/48/165/167/N6/;446956,097;4474853,104;-3,62528611;40,42261818
2343;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;AMPOSTA;CALLE;Nº 0;ESQ. POBLADURA DEL VALLE;AV. GUADALAJARA;AMPOSTA, CALLE Nº0  ESQ. POBLADURA DEL VALLE AV. GUADALAJARA;447436,1618;4475332,787;SI;38/48/165/167/N6/;447326,7025;4475125,203;-3,620940165;40,42509296
2344;;MARQUESINA MOD XXI 4-M STD;20;SAN BLAS - CANILLEJAS;AMPOSTA;CALLE;Nº 0;JTO. C/ TEJEDORES;C/ ALBERIQUE;AMPOSTA, CALLE Nº0 JTO. C/ TEJEDORES C/ ALBERIQUE;447319;4475617;SI;38/;447209,5436;4475409,42;-3,622344817;40,42764593
2350;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;HELLIN;AV;Nº 34;ESQ. C/ ALBERIQUE;POBLADURA DEL V;HELLIN, AV. Nº34 ESQ. C/ ALBERIQUE POBLADURA DEL V;447868;4475892;SI;38/153/;447758,5463;4475684,413;-3,615895599;40,43015789
2354;;MARQUESINA MOD XXI 5-M STD;20;SAN BLAS - CANILLEJAS;POBLADURA DEL VALLE;CALLE;Nº 0;ESQ C/ ALCONERA;PZA AMPOSTA;POBLADURA DEL VALLE, CALLE Nº0 ESQ C/ ALCONERA PZA AMPOSTA;447660;4475526;SI;48/167/N6/;447550,5427;4475318,414;-3,618317505;40,42684766
2355;;MARQUESINA MOD XXI 5-M STD;1;CENTRO;TOLEDO;RDA;Nº 0;ESQ GTA EMBAJADORES;PUERTA TOLEDO;TOLEDO, RONDA Nº0 FTE C/ SANTOCILDES (2ª MARQ) PUERTA TOLEDO;440394;4473192;SI;C1/;440284,5422;4472984,503;-3,703750263;40,40533287
2357;;MARQUESINA MOD XXI 4-M STD;1;CENTRO;TOLEDO;RDA;Nº 3;DESP RIVERA CURTIDORES;PUERTA DE TOLEDO;TOLEDO, RONDA Nº3 DESP RIVERA CURTIDORES PUERTA DE TOLEDO;440065;4473272;SI;41/60/148/C1/C03/;439955,5447;4473064,508;-3,707634786;40,40602993
2362;;MARQUESINA MOD XXI 5-M STD;2;ARGANZUELA;SEGOVIA;RDA;Nº 322;ESQ C/ LIMON;PUERTA TOLEDO;SEGOVIA, RONDA Nº32 ESQ C/ LIMON PUERTA TOLEDO;439400,0858;4473504,802;SI;C2/;439290,6364;4473297,319;-3,715492484;40,40807898
2364;;MARQUESINA MOD XXI 5-M REDUCIDA ;2;ARGANZUELA;SEGOVIA;RDA;Nº 0;ESQ Pº IMPERIAL-FRENTE Nº 31;CTA PUERTA TOLEDO;SEGOVIA, RONDA Nº0 ESQ Pº IMPERIAL-FRENTE Nº 31 CTA PUERTA TOLEDO;439203,068;4473747,145;SI;C2/;439093,6222;4473539,666;-3,717837426;40,41024776
2365;;MARQUESINA MOD XXI 5-M REDUCIDA ;1;CENTRO;SEGOVIA;RDA;Nº 1;ESQ C/ SEGOVIA A 50MTS;C/ SEGOVIA;SEGOVIA, RONDA Nº1 ESQ C/ SEGOVIA A 50MTS C/ SEGOVIA;439272;4474070;SI;41/C1/;439162,5574;4473862,522;-3,717055893;40,41316124
2376;;MARQUESINA MOD XXI 5-M STD;5;CHAMARTIN;CAMILO JOSÉ CELA;AV;Nº 0;ESQ. C/ CORAZON DE MARIA;AV. GUINDALERA;CAMILO JOSÉ CELA, AV. Nº0 ESQ. C/ CORAZON DE MARIA AV. GUINDALERA;443517;4477318;SI;43/;443407,5727;4477110,485;-3,667314814;40,44272004
2377;;MARQUESINA MOD XXI 4-M STD;5;CHAMARTIN;CORAZON DE MARIA;CALLE;Nº 0;ESQ C/ SANTA HORTENSIA;C/ ALFONSO XIII;CORAZON DE MARIA, CALLE Nº0 ESQ C/ SANTA HORTENSIA C/ ALFONSO XIII;443539;4477416;SI;43/72/;443429,5736;4477208,485;-3,667064132;40,44360437
2383;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;GENERAL PERON;AV;Nº 0;FTE Nº 38;INFANTA MERCEDES;GENERAL PERON, AV. Nº0 FTE Nº 38 INFANTA MERCEDES;441337,0182;4478408,258;SI;43/;441227,6099;4478200,778;-3,69311919;40,45239066
2384;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;GENERAL PERON;AV;Nº 38;FTE C/ POETA JOAN MARAGLL;Pº CASTELLANA;GENERAL PERON, AV. Nº 38 FTE C/ POETA JOAN MARAGALL Pº CASTELLANA;441322;4478380;SI;43/;441212,5916;4478172,521;-3,693293676;40,45213503
2385;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;GENERAL PERON;AV;Nº 0;FTE Nº 6;INFANTA MERCEDES;GENERAL PERON, AV. Nº0 FTE Nº   6 INFANTA MERCEDES;440879,8868;4478446,484;SI;43/;440770,4814;4478239,011;-3,698513422;40,45270262
2389;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;SAN FRANCISCO DE SALES;Pº;Nº 1;ESQ. PZA CRISTO REY;PZA CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº1 ESQ. PZA CRISTO REY PZA CRISTO REY;439298;4477035;SI;44/N21/;439188,5897;4476827,538;-3,717032689;40,43987328
2390;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;SAN FRANCISCO DE SALES;Pº;Nº 28;PROX. C/ ANDRES MELLADO;AV. REINA VICTORIA;SAN FRANCISCO DE SALES, Pº Nº28 PROX. C/ ANDRES MELLADO AV. REINA VICTORIA;439522;4477176;SI;12/44/;439412,5901;4476968,536;-3,714405122;40,4411598
2391;;MARQUESINA MOD XXI 4-M STD;7;CHAMBERI;SAN FRANCISCO DE SALES;Pº;Nº 23;ESQ. C/ GRAL AMPUDIA;PZA. CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº23 ESQ. C/ GRAL AMPUDIA PZA. CRISTO REY;439491;4477204;SI;44/;439381,5906;4476996,537;-3,714773291;40,44140978
2393;;MARQUESINA MOD XXI 5-M REDUCIDA ;7;CHAMBERI;SAN FRANCISCO DE SALES;Pº;Nº 33;ESQ C/ GUZMAN EL BUENO;PZA CRISTO REY;SAN FRANCISCO DE SALES, Pº Nº33 ESQ C/GUZMAN EL BUENO PZA CRISTO REY;439626;4477315;SI;44/N21/;439516,5911;4477107,536;-3,713192137;40,44241954
2403;;MARQUESINA MOD XXI 4-M STD;6;TETUAN;OFELIA NIETO;CALLE;Nº 0;DESP. Pº DE LA DIRECCION;FRANCOS RODRIGUEZ;OFELIA NIETO, CALLE Nº0 ESQ Pº DE LA DIRECCION FRANCOS RGUEZ.;440117,1762;4479611,13;SI;44/;440007,7852;4479403,673;-3,707617576;40,46313966
2405;;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;VALLADOLID;AV;Nº 0;FTE Nº 13;PTE. FRANCESES;VALLADOLID, AVD Nº0 FTE Nº 13 PTE. FRANCESES;438430;4475550;SI;46/;438320,5779;4475342,54;-3,727122602;40,4264319
2408;;MARQUESINA MOD XXI 5-M REDUCIDA ;9;MONCLOA - ARAVACA;VALLADOLID;AV;Nº 41;ESQ C/ ALMUÑECAR 10 MTS;Pº FLORIDA;VALLADOLID, AVD Nº41 ESQ C/ ALMUÑECAR 10 MTS Pº FLORIDA;438216;4475797;SI;46/N20/;438106,5818;4475589,544;-3,7296692;40,42864112
2409;;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;VALLADOLID;AV;Nº 0;FTE Nº 61;PTE. FRANCESES;VALLADOLID, AVD Nº0 FTE Nº 61 PTE. FRANCESES;438030;4476121;SI;46/;437920,5863;4475913,549;-3,731893397;40,43154601
2412;18246;MARQUESINA MOD XXI 5-M REDUCIDA ;9;MONCLOA - ARAVACA;VALLADOLID;AV;Nº 81;JTO PISCINA LAGO 6 MTS;Pº FLORIDA;VALLADOLID, AVD Nº81 JTO PISCINA LAGO 6 MTS Pº FLORIDA;437904,697;4476263,818;SI;46/N20/573/N905/;437795,2855;4476056,369;-3,73338451;40,43282323
2414;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;MARTIN FIERRO;AV;Nº 0;ESQ C/OBISPO TREJO;AVD SENECA;MARTIN FIERRO, AV Nº0 DESP C/OBISPO TREJO AVD SENECA;438059,0046;4476617,289;SI;46/160/161/N20/;437949,5963;4476409,84;-3,731599861;40,43601896
2415;;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;JUAN DE HERRERA;AV;Nº 0;ESQ AV MARTIN FIERRO;GTA C. CISNEROS;JUAN DE HERRERA, AV Nº0 DESP AV MARTIN FIERRO GTA C. CISNEROS;438036,325;4476878,247;SI;46/U/N20/;437926,9196;4476670,8;-3,7318927;40,4383681
2418;;MARQUESINA MOD XXI 5-M STD;9;MONCLOA - ARAVACA;JUAN DE HERRERA;AV;Nº 0;ESQ GTA. CARDENAL CISNEROS;AV. MARTIN FIERRO;JUAN DE HERRERA, AV Nº0 DESP GLTA. CARDENAL CISNEROS AV. MARTIN FIERRO;438428,3476;4477024,451;SI;46/160/161/;438318,9418;4476817;-3,727284983;40,4397143
2420;;MARQUESINA MOD XXI 4-M REDUCIDA;2;ARGANZUELA;TORTOSA;CALLE;Nº 4;;AV MENDEZ ALVARO;TORTOSA, CALLE Nº4 - MENDEZ ALVARO;441322;4473270;SI;47/55/247/;441212,5384;4473062,493;-3,69282174;40,40610149
2421;F/S;MARQUESINA MOD XXI 4-M STD;2;ARGANZUELA;ANCORA;CALLE;Nº 1;ESQ. Pº DELICIAS;PALOS DE LA FRONTERA;ANCORA, CALLE Nº1 ESQ. Pº DELICIAS PALOS DE LA FRONTERA;441277;4472941;SI;F/S-8/47/55/102/247/;441167,5351;4472733,491;-3,693321664;40,4031345
2424;;MARQUESINA MOD XXI 4-M STD;12;USERA;MARCELO USERA;CALLE;Nº 0;DESP C/ FERROVIARIOS;PZA. ELIPTICA;MARCELO USERA, CALLE Nº DESP C/ FERROVIARIOS PZA. ELIPTICA;440229,3774;4471041,226;SI;47/247/N15/;440119,8969;4470833,72;-3,705488221;40,38594571
2426;;MARQUESINA MOD XXI 5-M STD;12;USERA;MARCELO USERA;CALLE;Nº 114;ESQ C/ GABRIEL USERA;PZA. ELIPTICA;MARCELO USERA, CALLE Nº114 ESQ C/ GABRIEL USERA PZA. ELIPTICA;439928;4471002;SI;47/247/N15/;439818,5205;4470794,497;-3,709034979;40,38557066
2428;;MARQUESINA MOD XXI 4-M STD;12;USERA;MARCELO USERA;CALLE;Nº 150;DESP. C/ MANUEL NOVA;PZA. ELIPTICA;MARCELO USERA, CALLE Nº150 DESP. C/ MANUEL NOVA PZA. ELIPTICA;439632;4470972;SI;47/60/81/247/;439522,5216;4470764,501;-3,712519222;40,385279
2430;;MARQUESINA MOD XXI 5-M STD;12;USERA;MARCELO USERA;CALLE;Nº 0;ANT Pº SANTA Mª DE LA CABEZA;PZA. ELIPTICA;MARCELO USERA, CALLE ANT Pº SANTA Mª DE LA CABEZA PZA. ELIPTICA;439280;4470977;SI;47/81/247/;439170,5233;4470769,505;-3,716666483;40,38529846
2431;;MARQUESINA MOD XXI 4-M STD;12;USERA;MARCELO USERA;CALLE;Nº 167;FTE Nº 170;LEGAZPI;MARCELO USERA, CALLE Nº167 FTE Nº 170 LEGAZPI;439365;4470956;SI;47/247/;439255,5226;4470748,504;-3,71566313;40,38511547
2436;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;ABRANTES;AV;Nº 14;ESQ PZA SETUBAL;AV POBLADOS;ABRANTES, AV Nº14 ESQ PZA SETUBAL AV POBLADOS;438700;4470864;SI;47/247/  ;438590,5247;4470656,511;-3,723488369;40,38423801
2437;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;SETUBAL;PZA;Nº 0;FTE Nº 16;AV OPORTO;SETUBAL, PZA  FTE Nº 16  AV OPORTO;438646,473;4470816,212;SI;47/108/;438536,9974;4470608,724;-3,724114337;40,38380357
2439;12051;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;ABRANTES;AV;Nº 54;ESQ C/ ALFONSO MARTINEZ CONDE;AV POBLADOS;ABRANTES, AV Nº54 ESQ C/ ALFONSO MARTINEZ CONDE AV POBLADOS;438278;4470474;SI;47/108/484/;438168,522;4470266,514;-3,728421919;40,38069352
2443;7613;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;ABRANTES;AV;Nº 0;FTE. Nº149;AV POBLADOS;ABRANTES, AV Nº0 FTE. Nº149 AV POBLADOS;437931;4470129;SI;47/108/484/;437821,5195;4469921,517;-3,732475897;40,3775598
2447;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;BESOLLA;CALLE;Nº 0;FTE Nº 11;AV ABRANTES;BESOLLA, CALLE Nº0 FTE Nº 11 AV ABRANTES;437736;4469957;SI;47/108/118/N16/;437626,5183;4469749,518;-3,734756042;40,37599578
2449;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;CARCASTILLO;CALLE;Nº 29;FTE REFORMATORIO;C/ BESOLLA;CARCASTILLO, CALLE Nº29 FTE REFORMATORIO C/ BESOLLA;437486;4470133;SI;47/108/118/N16/;437376,5216;4469925,522;-3,737718051;40,37756256
2451;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;BELZUNEGUI;CALLE;Nº 15;ESQ C/ ARISTIGUI;C/ CARCASTILLO;BELZUNEGUI, CALLE Nº15 ESQ C/ ARISTIGUI  C/ CARCASTILLO;437373,9494;4469977,848;SI;47/118/N16/;437264,4696;4469770,37;-3,739022672;40,37615645
2452;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;BELZUNEGUI;CALLE;Nº 58;ANTES AV DE LOS POBLADOS;AV POBLADOS;BELZUNEGUI, CALLE Nº58 ANTES AV DE LOS POBLADOS AV POBLADOS;437382;4469761;SI;47/118/N16/;437272,5175;4469553,522;-3,738906536;40,37420358
2454;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;ALISEDA;CALLE;Nº 43;FTE Nº 34;PZA LOS NAVARROS;ALISEDA, CALLE Nº43 FRET AL Nº 34 PZA LOS NAVARROS;437105,4886;4469720,279;SI;47/108/118/N16/;436996,0073;4469512,803;-3,742159441;40,37381592
2457;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;ANTONIA RODRIGUEZ SACRISTAN;CALLE;Nº 0;FTE Nº 37;AV POBLADOS;ANTONIA RGUEZ SACRISTAN, CALLE Nº0 FTE Nº 37 AV POBLADOS;436829,7678;4469619,997;SI;47/108/118/121/131/;436720,2872;4469412,524;-3,745397088;40,37289167
2458;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;ANTONIA RODRIGUEZ SACRISTAN;CALLE;Nº 13;FTE INSALUD;EUGENIA MONTIJO;ANTONIA RGUEZ SACRISTAN, CALLE Nº13 FTE INSALUD EUGENIA MONTIJO;436652,4474;4469654,477;SI;47/121/131/;436542,9684;4469447,006;-3,747489062;40,37318881
2461;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;POBLADOS (DE LOS);AV;Nº 0;ESQ C/ CARABANCHEL BAJO;CTRA TOLEDO;POBLADOS (DE LOS), AVD Nº0 ESQ C/ CARABANCHEL BAJO CTRA TOLEDO;436686;4469867;SI;47/121/131/;436576,5233;4469659,529;-3,74711498;40,37510588
2462;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;POBLADOS (DE LOS);AV;Nº 0;ESQ C/ EUGENIA DE MONTIJO;CTRA EXTREMADUR;POBLADOS (DE LOS), AVD Nº0 ESQ C/ EUGENIA DE MONTIJO CTRA EXTREMADUR;436541,5622;4470000,915;SI;47/121/131/;436432,0882;4469793,446;-3,748829613;40,37630126
2467;;MARQUESINA MOD XXI 4-M REDUCIDA;11;CARABANCHEL;CLARA CAMPOAMOR;CALLE;Nº 0;FTE Nº 15;C/ CARCASTILLO;CLARA CAMPOAMOR, CALLE Nº0 FTE Nº 15 C/ CARCASTILLO;437841,9262;4470943,525;SI;247/;437732,456;4470736,047;-3,733604596;40,38489082
2468;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;CLARA CAMPOAMOR;CALLE;Nº 0;FTE Nº 31;C/ CARCASTILLO;CLARA CAMPOAMOR, CALLE Nº0 FTE Nº 31 C/ CARCASTILLO;437857,4044;4470792,107;SI;247/;437747,9323;4470584,628;-3,733407481;40,38352792
2469;;MARQUESINA MOD XXI 4-M REDUCIDA;11;CARABANCHEL;TARIFA;PZA;Nº 4;ESQ C/ ALVAREZ DE AVELLAN;Cº Vº LEGANES;TARIFA, PZA Nº4 ESQ C/ ALVAREZ DE AVELLAN Cº Vº LEGANES;438109,2422;4470824,512;SI;247/;437999,7692;4470617,03;-3,730443909;40,38383859
2471;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;OPORTO;AV;Nº 49;PROX. Cº VIEJO DE LEGANES.;PZA. ELIPTICA;OPORTO, AV Nº49 PROX. Cº VIEJO DE LEGANES. PZA. ELIPTICA;438381,4112;4471062,15;SI;55/81/108/247/N17/;438271,9398;4470854,666;-3,727260652;40,38599954
2472;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;OPORTO;AV;Nº 25;ESQ. C/ PORTOALEGRE;PZA. ELIPTICA;OPORTO, AV Nº25 ESQ. C/ PORTOALEGRE PZA. ELIPTICA;438719,0792;4470981,976;SI;55/81/247/N17/;438609,6053;4470774,488;-3,723274959;40,3853022
2475;;MARQUESINA MOD XXI 4-M STD;4;SALAMANCA;MARTINEZ IZQUIERDO;CALLE;Nº 84;ESQ. C/ALBERTO MARTINEZ ARTAJO;AV. DONOSTIARRA;MARTINEZ IZQUIERDO, CALLE Nº84 ESQ. C/ALBERTO MARTINEZ ARTAJO AV. DONOSTIARRA;443922;4476474;SI;48/;443812,5624;4476266,474;-3,662465007;40,43514423
2476;;MARQUESINA MOD XXI 4-M STD;4;SALAMANCA;BRESCIA;CALLE;Nº 1;ESQ. AV. BRUSELAS;AV. DE BRUSELAS;BRESCIA, CALLE Nº1 ESQ. AV. BRUSELAS AV. DE BRUSELAS;443808,775;4476626,8;SI;48/;443699,3394;4476419,277;-3,66381339;40,43651309
2478;;MARQUESINA MOD XXI 5-M STD;15;CIUDAD LINEAL;DONOSTIARRA;AV;Nº 23;ESQ PZA JOSE BANUS;M-30;DONOSTIARRA, AV Nº23 ESQ PZA JOSE BANUS M-30;444422;4476438;SI;21/48/;444312,5602;4476230,467;-3,656567112;40,43485348
2503;;MARQUESINA MOD XXI 5-M STD;5;CHAMARTIN;VICTOR DE LA SERNA;CALLE;Nº 2;FTE  Nº 1;C/PARAGUAY;VICTOR DE LA SERNA, CALLE Nº2 FRENTE AL Nº 1 C/PARAGUAY;442971;4478368;SI;52/;442861,584;4478160,498;-3,673846935;40,45214172
2508;;MARQUESINA MOD XXI 5-M ESTRECHA;5;CHAMARTIN;DRACENA;CALLE;Nº 0;ESQ C/ Mª MAGDALENA;ALFONSO XIII;DRACENA, CALLE Nº0 ESQ.MªMAGDALENA ALFONSO XIII;443268;4479609;SI;52/;443158,5936;4479401,501;-3,670455584;40,46334162
2509;;MARQUESINA MOD XXI 5-M REDUCIDA;5;CHAMARTIN;TORPEDERO TUCUMAN;CALLE;Nº 1;ESQ. ALFONSO XIII;ALFONSO XIII;TORPEDERO TUCUMAN, CALLE Nº1 ESQ. ALFONSO XIII ALFONSO XIII;442986;4479331;SI;52/;442876,5923;4479123,503;-3,673756605;40,46081795
2512;;MARQUESINA MOD XXI 5-M STD;5;CHAMARTIN;PUERTO RICO;CALLE;Nº 21;ESQ. URUGUAY;RAMON Y CAJAL;PUERTO RICO, CALLE Nº21 ESQ. URUGUAY RAMON Y CAJAL;442942;4478692;SI;52/;442832,5869;4478484,5;-3,674218056;40,45505849
2514;;MARQUESINA MOD XXI 4-M STD;13;PUENTE DE VALLECAS;PIO FELIPE;CALLE;Nº 0;FTE ALCAMPO;MORATALAZ;PIO FELIPE, CALLE Nº0 FTE ALCAMPO MORATALAZ;444630;4471716;SI;54/143/;444520,5107;4471508,439;-3,653703691;40,39232867
2515;;MARQUESINA MOD XXI 4-M STD;13;PUENTE DE VALLECAS;PIO FELIPE;CALLE;Nº 36;AV ALBUFERA;AV ALBUFERA;PIO FELIPE, CALLE Nº36 AV ALBUFERA AV ALBUFERA;444574,622;4471701,174;SI;54/143/N10/;444465,1327;4471493,614;-3,654354866;40,39219142
2516;;MARQUESINA MOD XXI 4-M REDUCIDA;13;PUENTE DE VALLECAS;PIO FELIPE;CALLE;Nº 0;FTE PARQUE DE BOMBEROS;MORATALAZ;PIO FELIPE, CALLE, FTE PARQUE DE BOMBEROS MORATALAZ;444766,1254;4472002,826;SI;54/141/143/;444656,6387;4471795,265;-3,652124747;40,39492162
2517;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;PIO FELIPE;CALLE;Nº 0;JTO PARQUE DE BOMBEROS;AV ALBUFERA;PIO FELIPE, CALLE, JTO PARQUE DE BOMBEROS AV ALBUFERA;444745;4472034;SI;54/141/143/N10/;444635,5136;4471826,439;-3,652376365;40,39520106
2518;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;BENJAMIN PALENCIA;CALLE;Nº 18;;AV PABLO NERUDA;BENJAMIN PALENCIA, CALLE Nº18 - AV PABLO NERUDA;445056;4471956;SI;54/;444946,5119;4471748,435;-3,648705258;40,39451896
2521;;MARQUESINA MOD XXI 4-M STD;13;PUENTE DE VALLECAS;MALGRAT DE MAR;CALLE;Nº 0;FTE C/ PONT DE MOLINS;BENJAMIN PALENC;MALGRAT DE MAR, CALLE Nº0 FTE C/ PONT DE MOLINS BENJAMIN PALENC;445506,957;4471891,025;SI;54/N10/;445397,4669;4471683,453;-3,64338632;40,39396325
2523;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;PABLO NERUDA;AV;Nº 7;DESP C/ LOS ANDALUCES;FUENTE CARRANTONA;PABLO NERUDA, AVD Nº7 DESP C/ LOS ANDALUCES FUENTE CARRANTONA;445703;4471734;SI;54/142/144/N10/;445593,5078;4471526,424;-3,641063075;40,39256147
2524;;MARQUESINA MOD XXI 4-M STD;13;PUENTE DE VALLECAS;ANDALUCES;CALLE;Nº 0;DESP. C/ PABLO NERUDA;AV. MIGUEL HERNANDEZ;ANDALUCES, CALLE Nº0 DESP. C/ PABLO NERUDA AV. MIGUEL HERNANDEZ;445664;4471603;SI;54/144/;445554,5066;4471395,424;-3,641511394;40,39137879
2527;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;ANDALUCES;CALLE;Nº 0;ESQ C/ ANTONIO MAIRENA;AV PABLO NERUDA;ANDALUCES, CALLE Nº0 ESQ C/ ANTONIO MAIRENA AV PABLO NERUDA;445863;4471516;SI;54/144/N10/;445753,5051;4471308,421;-3,639159396;40,39060799
2528;;MARQUESINA MOD XXI 5-M STD;13;PUENTE DE VALLECAS;SAN CLAUDIO;CALLE;Nº 0;JTO PARQUE CAMPO DEL TORO;C/ ANDALUCES;SAN CLAUDIO, CALLE Nº0 JTO PARQUE CAMPO DEL TORO C/ ANDALUCES;446107;4471556;SI;54/;445997,5048;4471348,418;-3,636288029;40,39098416
2532;;MARQUESINA MOD XXI 4-M STD;13;PUENTE DE VALLECAS;RAFAEL ALBERTI;AV;Nº 16;DESP C/ SAN CLAUDIO;C/ VILLALOBOS;RAFAEL ALBERTI, AVD Nº16 DESP C/ SAN CLAUDIO C/ VILLALOBOS;445817;4471319;SI;54/144/;445707,5032;4471111,421;-3,639684589;40,38883029
2533;;MARQUESINA MOD XXI 4-M STD;13;PUENTE DE VALLECAS;RAFAEL ALBERTI;AV;Nº 0;FTE Nº 12;AV. MIGUEL HERNANDEZ;RAFAEL ALBERTI, AVD Nº0 FTE Nº 12 AV. MIGUEL HERNANDEZ;445882;4471358;SI;54/144/N10/;445772,5035;4471150,42;-3,638922108;40,38918585
2537;;MARQUESINA MOD XXI 4-M STD;12;USERA;SANTA Mª DE LA CABEZA;Pº;Nº 103;JTO PARQUE DE BOMBEROS;M-30;SANTA Mª DE LA CABEZA, Pº Nº103 JTO PARQUE DE BOMBEROS M-30;440054;4471664;SI;55/60/N17/;439944,5273;4471456,499;-3,707612937;40,3915434
2538;7620;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;SANTA Mª DE LA CABEZA;Pº;Nº 0;ESQ. C/ BALEARES;PZA. ELIPTICA;SANTA Mª DE LA CABEZA, Pº Nº0 ESQ. C/ BALEARES PZA. ELIPTICA;439635;4471501;SI;55/60/E1/N17/N801/N805/N806/N807/;439525,5275;4471293,503;-3,71253403;40,39004474
2540;;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;SANTA Mª DE LA CABEZA;Pº;Nº 0;ESQ C/DEL ZUJAR;PZA. ELIPTICA;SANTA Mª DE LA CABEZA, Pº Nº0 ESQ C/DEL ZUJAR PZA. ELIPTICA;439395;4471258;SI;55/60/N17/;439285,526;4471050,505;-3,715338452;40,38783823
2541;;MARQUESINA MOD XXI 4-M STD;12;USERA;SANTA Mª DE LA CABEZA;Pº;Nº 171;;M-30;SANTA Mª DE LA CABEZA, Pº Nº171 - M-30;439431;4471198;SI;55/60/N17/;439321,5252;4470990,504;-3,714908625;40,38730034
2548;12696;MARQUESINA MOD XXI 5-M STD;11;CARABANCHEL;OCA (DE LA);CALLE;Nº 15;ESQ C/MATILDE HERNANDEZ;C/ GENERAL RICARDOS;OCA (DE LA), CALLE Nº15 ESQ C/MATILDE HERNANDEZ C/GENERAL RICARDOS;437775;4471462;SI;55/N16/N26/481/486/;437665,5361;4471254,525;-3,734443685;40,3895565
2549;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;NUESTRA SEÑORA DE VALVANERA;AV;Nº 0;ESQ C/ TORTOLA;GTA LOS CARMENES;NTRA. SRA. DE VALVANERA, AV Nº0 ESQ C/TORTOLA GTA LOS CARMENES;437623;4471591;SI;55/N16/;437513,5383;4471383,528;-3,736247085;40,39070722
